,name,artist,album_name,album_image_url,album_release_date,duration_ms,explicit,popularity,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_followers,artist_genres,artist_popularity,track_id
140,Louisiana Blues,Muddy Waters,The Chess Box,https://i.scdn.co/image/ab67616d0000b273dc8136afa6d14e89c8c321e6,1989-11-07,174866,False,36,https://p.scdn.co/mp3-preview/e22863b8e90746d50d81adb0e39e0a1d8265b1c3?cid=d3c4d26f750f45daa2434a1585745291,0.56,0.207,9,-14.168,1,0.0399,0.856,0.000363,0.172,0.385,73.919,4,1072471,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",58,2nbV8brWogyKVqRhypvzJS
141,Personality,Lloyd Price,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,https://i.scdn.co/image/ab67616d0000b273c422d33814a900200b9d7ea7,1994-01-01,157733,False,51,https://p.scdn.co/mp3-preview/a27487b28edfddfdfc75507d1af2a44fb1ea8e3a?cid=d3c4d26f750f45daa2434a1585745291,0.591,0.454,5,-8.936,1,0.0322,0.744,0.0,0.0989,0.865,128.909,4,60042,"['adult standards', 'brill building pop', 'doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",45,5vjigjfoXuJEttqLB3HTAg
142,Move It - 2002 Remaster,Cliff Richard & The Drifters,75 at 75,https://i.scdn.co/image/ab67616d0000b273d78b8047d03f67efef746b94,2015-09-18,141813,False,39,https://p.scdn.co/mp3-preview/b9453ecbc4ccd4bcbc5f346e022ca7e71f99728f?cid=d3c4d26f750f45daa2434a1585745291,0.625,0.852,4,-4.83,1,0.0341,0.692,0.000487,0.293,0.931,82.142,4,7461,['rock-and-roll'],34,4vDEkER6ToECKrxiPzE2Tp
143,That's Amore,Dean Martin,The Capitol Years,https://i.scdn.co/image/ab67616d0000b27375120bfb3b80e157d4615518,1989-01-01,188266,False,52,https://p.scdn.co/mp3-preview/573f76865ee25171ed180b7ad6240d0a4d958440?cid=d3c4d26f750f45daa2434a1585745291,0.407,0.17,10,-13.409,1,0.0341,0.76,0.0,0.0737,0.577,124.047,4,1160777,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",68,3x6wVKXfCm85Pw7gYo0rqq
144,"Come On, Let's Go",Ritchie Valens,Ritchie Valens,https://i.scdn.co/image/ab67616d0000b2737723fdc89d8e25e65aa6730d,1959,124586,False,55,https://p.scdn.co/mp3-preview/d5d2d9f22a966a6830fadb6cdf9fa97fc9e701b5?cid=d3c4d26f750f45daa2434a1585745291,0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,3,397077,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",60,4cRfSR0QxDlXRHTKyEOu93
145,Bye Bye Love,The Everly Brothers,"""All I Do Is Dream"" Everly Brothers",https://i.scdn.co/image/ab67616d0000b273d34498ca44389f6c178d2ca0,2010-10-04,144300,False,0,,0.558,0.556,9,-8.358,1,0.0564,0.684,0.0,0.0869,0.905,169.259,4,588955,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",62,1j7HyD3cxyYw9bMFevxWyR
146,Yakety Yak,The Coasters,Rhino Hi-Five: The Coasters,https://i.scdn.co/image/ab67616d0000b27363a11b8024abf7fec271074d,2005-12-20,113040,False,58,https://p.scdn.co/mp3-preview/979ed69d82eee4eb979a1d6644becaf9727a1e61?cid=d3c4d26f750f45daa2434a1585745291,0.715,0.669,7,-9.491,1,0.128,0.705,0.000732,0.044,0.976,120.789,4,158537,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",52,7demHL0GXA6YmTNqw3Btz8
147,Ready Teddy,Little Richard,Here's Little Richard (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2738a22827b01e5d68d3736d58b,1957-03,126680,False,46,https://p.scdn.co/mp3-preview/573912ee4e2a1b7b723f3d583ecacd533c7bd6b7?cid=d3c4d26f750f45daa2434a1585745291,0.532,0.678,5,-5.59,1,0.19,0.673,0.0,0.103,0.971,205.973,4,676954,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly', 'soul']",59,5wbZ3sbWf4PppzZiRxkxou
148,I Can't Stop Loving You,Ray Charles,"Modern Sounds in Country and Western Music, Vols 1 & 2",https://i.scdn.co/image/ab67616d0000b2737b97663666f03928ff1e4578,2009-06-02,256120,False,61,https://p.scdn.co/mp3-preview/836819867fe095d113b5edb0811283cc40642be9?cid=d3c4d26f750f45daa2434a1585745291,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,3,1773820,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",67,79nJj5dMyTsUzKvN5jUXsJ
149,I've Got The World On A String,Frank Sinatra,Ultimate Sinatra,https://i.scdn.co/image/ab67616d0000b2731acf2e616580ecdf011add9a,2015-04-17,129813,False,0,,0.569,0.372,2,-7.022,1,0.0515,0.809,0.0,0.3,0.5,123.411,4,5043932,"['adult standards', 'easy listening', 'lounge']",77,4tsUpfcr6bSM4PIIFQGkQF
150,Good Vibrations - Remastered 2001,The Beach Boys,Good Vibrations 40th Anniversary,https://i.scdn.co/image/ab67616d0000b2735478ee4e266859d6428905e1,2006-01-01,217746,False,63,https://p.scdn.co/mp3-preview/46b2ca5df6c548f2a13384523385c0128c575479?cid=d3c4d26f750f45daa2434a1585745291,0.403,0.495,10,-6.888,0,0.0312,0.387,8.03e-06,0.147,0.38,132.912,4,3304451,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",74,2oF7FZHIJbzjeEXZ3D0Ku4
151,Here Comes The Sun - Remastered,The Beatles,Abbey Road (Remastered),https://i.scdn.co/image/ab67616d0000b273f7c34e39bb746d7f41bc5519,1969-09-26,185733,False,0,,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,20619972,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",86,45yEy5WJywhJ3sDI28ajTm
152,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Hot Rocks (1964-1971),https://i.scdn.co/image/ab67616d0000b273b11b3fc3c89477a7dd473bd7,1971-12-20,222746,False,60,https://p.scdn.co/mp3-preview/917bf155266b702ff2cdf1956b62a9d156aae336?cid=d3c4d26f750f45daa2434a1585745291,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,4,10774916,"['british invasion', 'classic rock', 'rock']",81,5FKkbyGm42hw1y08l2knlO
153,(What A) Wonderful World,Sam Cooke,The Man Who Invented Soul,https://i.scdn.co/image/ab67616d0000b273cdea00c6905f588e1f72ccad,2000-09-26,125440,False,69,https://p.scdn.co/mp3-preview/8aaf03977a5caa7ab2995e71e07b735a77c9a8de?cid=d3c4d26f750f45daa2434a1585745291,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,4,1253185,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",69,2g2GkH3vZHk4lWzBjgQ6nY
154,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,https://i.scdn.co/image/ab67616d0000b2733f29a976eea00141514ab936,1967-09,183306,False,78,https://p.scdn.co/mp3-preview/8b63694ec108a4bb5e7d00ff63824be6357ef730?cid=d3c4d26f750f45daa2434a1585745291,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4,2210027,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",73,3yrSvpt2l1xhsV9Em88Pul
155,I Say a Little Prayer,Aretha Franklin,Respect - The Very Best of,https://i.scdn.co/image/ab67616d0000b273ac957541f5d604fb94a06347,2017-03-25,216773,False,59,https://p.scdn.co/mp3-preview/358ec6aa9624b1f82788f6bf770721d2b57c8733?cid=d3c4d26f750f45daa2434a1585745291,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,4,2693944,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",73,0FD8KMG4pHp0O9clTpChjp
156,Stand By Me,Ben E. King,Stand By Me,https://i.scdn.co/image/ab67616d0000b273557c73b5b1085c827171ec48,2016-11-25,174253,False,60,https://p.scdn.co/mp3-preview/5b41d37a0719e6dc823762ca10c4d3b5e768927a?cid=d3c4d26f750f45daa2434a1585745291,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46,4,423377,"['adult standards', 'brill building pop', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",65,2KQM3kDM0zMBC9iynePBbS
157,Ain't No Mountain High Enough,Marvin Gaye,United,https://i.scdn.co/image/ab67616d0000b273d18984031081035d44534473,1967-08-29,151666,False,0,,0.669,0.616,11,-10.776,0,0.033,0.482,0.0,0.179,0.818,130.037,4,4236388,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",75,2H3ZUSE54pST4ubRd5FzFR
158,Surfin' U.S.A. - Remastered 2001,The Beach Boys,Surfin' USA (Remastered),https://i.scdn.co/image/ab67616d0000b2737cb33b8fab5302942e6a78fb,1963-03-25,149373,False,72,https://p.scdn.co/mp3-preview/5a8fe0d7b177c82a1ee23e396062d931902a0e23?cid=d3c4d26f750f45daa2434a1585745291,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,4,3304451,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",74,0wz1LjDb9ZNEYwOmDJ3Q4b
159,(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay,https://i.scdn.co/image/ab67616d0000b273b050a4bba4ad96ea639d75b3,1968-02-23,166826,False,63,https://p.scdn.co/mp3-preview/75e9b700ab745e903d57abd457b5985c05128d74?cid=d3c4d26f750f45daa2434a1585745291,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,4,1813797,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']",70,4Y4Gd3ty8uut6Qw43c7yJc
160,These Days,Nico,Chelsea Girl,https://i.scdn.co/image/ab67616d0000b273d90c94e05731e50d38abcc9f,1967-10,210666,False,0,,0.421,0.119,5,-17.46,1,0.0304,0.989,0.146,0.101,0.218,94.016,4,215722,"['art pop', 'art rock', 'experimental', 'folk rock', 'melancholia', 'post-punk']",60,2ZRBKVRMQ9OK4EeTaMHHSY
161,Strange - Single Version,Patsy Cline,Sentimentally Yours,https://i.scdn.co/image/ab67616d0000b27300ecfe5460b3c6a240154910,1962,135506,False,50,https://p.scdn.co/mp3-preview/be12df078451799d1eacb5b0eb4c564241993351?cid=d3c4d26f750f45daa2434a1585745291,0.57,0.259,7,-14.393,1,0.0332,0.805,0.0,0.112,0.485,124.863,4,625019,"['adult standards', 'nashville sound', 'rockabilly']",61,7jGrvXXwpmNgJVnz7QS7df
162,"(Ummmm, Oh Yeah) Dearest",Buddy Holly,Giant,https://i.scdn.co/image/ab67616d0000b273581fc8f440e1d3257d40586a,1969-01-01,113066,False,54,https://p.scdn.co/mp3-preview/707ce455d9379380dce9a38019cbeacfa8fc8087?cid=d3c4d26f750f45daa2434a1585745291,0.548,0.493,1,-11.052,1,0.0282,0.577,0.0195,0.13,0.568,115.24,4,929075,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'rock-and-roll', 'rockabilly']",60,6NDg4EyQE5lalcCEEpytsM
163,This Will Be Our Year,The Zombies,Odessey and Oracle,https://i.scdn.co/image/ab67616d0000b2736de69821e8460a9d689e20ba,1968-04-19,127733,False,59,https://p.scdn.co/mp3-preview/a93e9a62c991068702928d0a74a5bd0c1a3fc72f?cid=d3c4d26f750f45daa2434a1585745291,0.535,0.424,9,-7.491,1,0.0314,0.626,0.0,0.191,0.539,97.506,4,700438,"['baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",61,02KpkaZbiutsR0ucxce4Sh
164,Pale Blue Eyes,The Velvet Underground,The Velvet Underground,https://i.scdn.co/image/ab67616d0000b273885e14a3120eac33c70f05ae,1969-03,341466,False,0,,0.644,0.124,5,-17.784,1,0.034,0.91,0.000295,0.103,0.34,82.902,4,1401116,"['alternative rock', 'art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']",65,3xjaiUvS1ilQFVR5WtzxX5
165,Crimson & Clover,Tommy James & The Shondells,Tommy James and The Shondells: Anthology,https://i.scdn.co/image/ab67616d0000b273d5813bb286cda88335ad5d1e,1989,209800,False,54,https://p.scdn.co/mp3-preview/bd7ba8c5bde7d79332c06284dcb2bbd7beca6ef0?cid=d3c4d26f750f45daa2434a1585745291,0.456,0.609,11,-11.767,1,0.068,0.275,0.0198,0.108,0.682,84.441,4,223963,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",56,6FEKEO3y7QFcMwoGeR0GtU
166,Don't Worry Baby - Remastered 2001,The Beach Boys,"Shut Down, Vol. 2 (Remastered)",https://i.scdn.co/image/ab67616d0000b273e9303d395184aab6ad4f0ea1,1964-03-02,169933,False,63,https://p.scdn.co/mp3-preview/48090b2cc102c2c820a26eced22ab57542c4f26b?cid=d3c4d26f750f45daa2434a1585745291,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,4,3304451,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",74,1GLmaPfulP0BrfijohQpN5
167,Remember (Walking In the Sand),The Shangri-Las,"Choice Rock Cuts, Vol. 1",https://i.scdn.co/image/ab67616d0000b273f977f28b0b0ff76083fbd170,2005-08-19,139773,False,0,,0.498,0.516,10,-9.714,1,0.0365,0.734,0.306,0.206,0.354,66.209,4,94884,"['brill building pop', 'classic girl group']",45,2OwKfQWsrkGJGULGijojrv
168,Where The Boys Are,Connie Francis,Gold,https://i.scdn.co/image/ab67616d0000b273c9a04e077308f223269e240f,2005-06-14,157586,False,48,https://p.scdn.co/mp3-preview/c946cb6a770541bcdb00647c457057bbdf82227a?cid=d3c4d26f750f45daa2434a1585745291,0.366,0.408,0,-4.85,1,0.0301,0.81,0.0,0.328,0.378,108.819,3,293241,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",57,70UvKFI48DAQ2suS58bu5l
169,Time of the Season - Mono Version,The Zombies,Time of the Season / She's Not There,https://i.scdn.co/image/ab67616d0000b273f8715d94d22b0b4f1bc741b8,2013-11-21,214026,False,51,https://p.scdn.co/mp3-preview/927af1f2fa392a8b9b3421773bd1ccd954081f99?cid=d3c4d26f750f45daa2434a1585745291,0.536,0.696,4,-6.818,0,0.0365,0.134,3.17e-06,0.287,0.683,117.179,4,700438,"['baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",61,2iUyvvPhSYN68f67c7xeVo
170,Alone Again Or,Love,Radio Pop Hits 60s,https://i.scdn.co/image/ab67616d0000b27320af20b5e7d2741dd546c53f,2017-10-31,193613,False,35,https://p.scdn.co/mp3-preview/865f01186b34f1df27bc273eacfaa67b789a8827?cid=d3c4d26f750f45daa2434a1585745291,0.298,0.44,11,-10.358,0,0.033,0.515,0.000525,0.105,0.199,173.741,4,187785,"['acid rock', 'art rock', 'classic rock', 'country rock', 'experimental', 'folk', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",55,3Z5AAfbKef7G8EQHlQKTax
171,Spooky,Dusty Springfield,Dusty... Definitely,https://i.scdn.co/image/ab67616d0000b2733e4dc299094d31ee68fdfe78,1968-11-22,164173,False,64,https://p.scdn.co/mp3-preview/1450ef0f0b1119808a09200c9f95f73cbc6139df?cid=d3c4d26f750f45daa2434a1585745291,0.752,0.445,4,-12.725,0,0.0338,0.5,0.0,0.0912,0.964,106.283,4,335155,"['adult standards', 'brill building pop', 'british invasion', 'folk', 'folk rock', 'mellow gold', 'motown', 'soul', 'vocal jazz']",65,3MtP9T0WF4xbIo8vqHYeXM
172,Waterloo Sunset - Stereo Mix,The Kinks,Something Else By The Kinks (Bonus Track Edition),https://i.scdn.co/image/ab67616d0000b27396d89c1d73da375b806e7f3b,1967-09-15,193293,False,0,,0.517,0.692,1,-7.273,0,0.0246,0.253,0.0,0.172,0.476,107.958,4,1956368,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock']",68,6i6vTovzDTGf6AQp96YwZK
173,Sunday Morning,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,https://i.scdn.co/image/ab67616d0000b27398260c528e6eec9dd431c1d7,1967-03-12,175893,False,64,https://p.scdn.co/mp3-preview/23c49dbbbe1b2eb98e7a1bfe3af3acb434d31cd6?cid=d3c4d26f750f45daa2434a1585745291,0.506,0.442,5,-13.268,0,0.0276,0.0869,0.00239,0.0846,0.532,105.826,4,1401116,"['alternative rock', 'art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']",65,11607FzqoipskTsXrwEHnJ
174,The End of the World,Skeeter Davis,The Essential Skeeter Davis,https://i.scdn.co/image/ab67616d0000b273c4c4a5d82534d5e6b2ed349a,1994-05-23,157573,False,60,https://p.scdn.co/mp3-preview/39a63f10fd9e989d7112215dddb5fd5ed7521919?cid=d3c4d26f750f45daa2434a1585745291,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,3,41081,"['brill building pop', 'nashville sound']",49,5DTOOkooKFUvWj1XQTFa09
175,She's Not There,The Zombies,The Zombies,https://i.scdn.co/image/ab67616d0000b273cd48138d5dc7cfb774319179,1966-01-01,145306,False,0,,0.517,0.535,4,-8.331,0,0.0441,0.656,0.0,0.0743,0.777,132.08,4,700438,"['baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",61,1fibb2CBsQPBrSePsMcmPe
176,Hurdy Gurdy Man,Donovan,The Hurdy Gurdy Man,https://i.scdn.co/image/ab67616d0000b273eb7263ecabf3ff77a5384ded,1968-10,193466,False,59,https://p.scdn.co/mp3-preview/245db184d76d3fb82d3cc6072e5e2a22cadedba6?cid=d3c4d26f750f45daa2434a1585745291,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,4,537159,"['art rock', 'british folk', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter']",59,7AL6qzIDHIX7pEUWrzNiIs
177,She's Got You - Single Version,Patsy Cline,Sentimentally Yours,https://i.scdn.co/image/ab67616d0000b27300ecfe5460b3c6a240154910,1962,181800,False,56,https://p.scdn.co/mp3-preview/f3e29dedf2c620022110e085ca99f2270cb7ead8?cid=d3c4d26f750f45daa2434a1585745291,0.388,0.143,5,-17.545,1,0.0416,0.947,0.000865,0.1,0.578,182.665,3,625019,"['adult standards', 'nashville sound', 'rockabilly']",61,4H1POasJbrLNaQirsIH29e
178,A Sunday Kind Of Love,Etta James,At Last!,https://i.scdn.co/image/ab67616d0000b273b2229a8fdf377abaf3652624,1960,196133,False,68,https://p.scdn.co/mp3-preview/bf48ed12f14da2cfe6539d4e969055df62576931?cid=d3c4d26f750f45daa2434a1585745291,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,4,1237132,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",68,0zGLlXbHlrAyBN1x6sY0rb
179,Different Drum,Stone Poneys,"Evergreen, Vol.2",https://i.scdn.co/image/ab67616d0000b273c465648512fddfe4c91f0248,1967-06-05,159973,False,56,https://p.scdn.co/mp3-preview/f90cfecc0c8505eb185870c74c387580390851c0?cid=d3c4d26f750f45daa2434a1585745291,0.46,0.389,0,-11.603,1,0.031,0.349,0.0,0.0533,0.606,123.213,4,7465,[],42,3k63RLvRgkgPGx0keOH3P6
180,Blue Velvet,Bobby Vinton,The Best Of Bobby Vinton,https://i.scdn.co/image/ab67616d0000b2735980cda6de8365d077f34a5e,1962,168093,False,57,https://p.scdn.co/mp3-preview/ccf70add068f09ebc165da69b70dda9432c4ef25?cid=d3c4d26f750f45daa2434a1585745291,0.376,0.246,10,-9.803,1,0.0286,0.862,0.0,0.155,0.282,80.167,1,187564,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",55,4QelFzhVgLomeQhvKrwM1S
181,Albatross - 2018 Remaster,Fleetwood Mac,The Pious Bird of Good Omen,https://i.scdn.co/image/ab67616d0000b2735a2881a3433b2a72d2991974,1969-08-15,191106,False,0,,0.321,0.0631,6,-21.616,0,0.0351,0.833,0.83,0.141,0.264,135.605,4,7139811,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",81,3IKyTBHZSgCx2v1ZX8v0TZ
182,This Guy's In Love With You,Herb Alpert & The Tijuana Brass,The Beat Of The Brass,https://i.scdn.co/image/ab67616d0000b273d8a5a700ed348747d9b5e1e6,1968-05-01,239733,False,0,,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.768,4,112737,"['adult standards', 'easy listening', 'lounge']",55,7a3g7jILDCvADVN9NQIyYj
183,Sunshine Superman,Donovan,Sunshine Superman,https://i.scdn.co/image/ab67616d0000b27332ddd18dc88969d84dbff3ab,1966-09,195000,False,58,https://p.scdn.co/mp3-preview/586ffe08e101ff33632f33bd1cee7ecf69295f7c?cid=d3c4d26f750f45daa2434a1585745291,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,4,537159,"['art rock', 'british folk', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter']",59,4RGxUjaCmVtD30pIhtEi7w
184,America,Simon & Garfunkel,Bookends,https://i.scdn.co/image/ab67616d0000b273d8fb5b4308dc27f210064ef4,1968-04-03,215293,False,62,https://p.scdn.co/mp3-preview/e7f7d38624247155c573b7f24fdd937fbd70bae0?cid=d3c4d26f750f45daa2434a1585745291,0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,3,3621200,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",73,6dfhF1BDGmhM69fnCb6wSC
185,007 (Shanty Town),Desmond Dekker,This Is Desmond Dekker (Enhanced Edition),https://i.scdn.co/image/ab67616d0000b2736e7ddbe76e4097d628e96763,1969-01-01,148826,False,36,https://p.scdn.co/mp3-preview/6c5225dc5d66e60eca94133ed5480117b3f3f795?cid=d3c4d26f750f45daa2434a1585745291,0.681,0.501,9,-7.796,1,0.344,0.111,0.221,0.217,0.863,203.605,4,109762,"['reggae', 'rock steady', 'ska', 'ska revival']",54,27r3dprRqVSEmtFwP6o31I
186,Summer Wine,Nancy Sinatra,Nancy & Lee,https://i.scdn.co/image/ab67616d0000b2732a3c0fda11b85a7b00bc2c70,1968-01-01,256279,False,62,https://p.scdn.co/mp3-preview/96b2f9de3b6281970ee7ded040affcb555226512?cid=d3c4d26f750f45daa2434a1585745291,0.321,0.664,9,-5.902,0,0.0326,0.447,0.0,0.138,0.57,139.235,4,324336,"['adult standards', 'brill building pop', 'folk rock', 'lounge']",65,7zmVAVcT1oho7iWJGpApkE
187,God Only Knows - Mono / Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),https://i.scdn.co/image/ab67616d0000b273bde8dfd1922129f3d9e3732f,1966-06-16,173040,False,68,https://p.scdn.co/mp3-preview/9f506e766952b771dd69cae2d1a61aacf20ebaa0?cid=d3c4d26f750f45daa2434a1585745291,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,4,3304451,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",74,6iGU74CwXuT4XVepjc9Emf
188,You Ain't Goin' Nowhere,The Byrds,Sweetheart Of The Rodeo,https://i.scdn.co/image/ab67616d0000b2730412a1a5731436dcad75a770,1968-08-30,153466,False,54,https://p.scdn.co/mp3-preview/2e64b4de9f9a77b0a1e42591954994f867a8db4b?cid=d3c4d26f750f45daa2434a1585745291,0.512,0.426,7,-14.081,1,0.0449,0.109,0.00225,0.764,0.7,132.495,4,744950,"['art rock', 'beatlesque', 'blues rock', 'brill building pop', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",60,6kPxXhjSvy8RsmZBAJUiFs
189,Hey Paula,Paul & Paula,"Lo Mejor de los Años 60, Vol. 3 Pop",https://i.scdn.co/image/ab67616d0000b27347aa8fb9cb64bb1b1153f3da,2015-03-13,152453,False,0,,0.45,0.405,7,-8.062,1,0.0267,0.401,3.18e-06,0.0605,0.322,73.222,4,9996,['brill building pop'],38,50tTePJn69dlpGxVfWWHWM
190,My Cherie Amour,Stevie Wonder,My Cherie Amour,https://i.scdn.co/image/ab67616d0000b273dd098bd4e707b3299a94a35d,1969-08-01,173306,False,0,,0.57,0.523,6,-11.052,1,0.0277,0.282,2.69e-06,0.248,0.508,101.137,4,5241891,"['funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",77,6Udg88zGCFc2xA9M4EavzH
191,California Dreamin' - Single Version,The Mamas & The Papas,Gold,https://i.scdn.co/image/ab67616d0000b273e538410e52dd8c2406d59a55,2005,158720,False,0,,0.557,0.698,1,-7.471,0,0.039,0.472,0.0,0.057,0.677,112.479,4,1185077,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",67,077PiyK3YgRlnlwhtAUBp7
192,Be My Baby,The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,https://i.scdn.co/image/ab67616d0000b273b298efc29df3b69ec3f0d675,1964-11-01,160906,False,63,https://p.scdn.co/mp3-preview/4cc65df2093b5e80f8f7629525adac09f2510e04?cid=d3c4d26f750f45daa2434a1585745291,0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,4,181935,"['brill building pop', 'classic girl group', 'motown', 'soul']",59,1WN4uNclrDuczTO3bCr8s1
193,Sweet Thing - 1999 Remaster,Van Morrison,Astral Weeks,https://i.scdn.co/image/ab67616d0000b273c849bc0a79a44105a4258662,1968-11-01,265546,False,58,https://p.scdn.co/mp3-preview/e9f8683c04b8767e62a1c8f6920d2f602615457d?cid=d3c4d26f750f45daa2434a1585745291,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604,3,2210027,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",73,4dBI72rgkmG0gTzswyBTzz
